Filename: amitag_21July2020_o4_02_1.fcs
Event #	143Nd_p53_Human_(Nd143Di)	144Nd_MHC_ClassI_(Nd144Di)	147Sm_p-Histone_H2A.x_(Sm147Di)	149Sm_p-p65_(Sm149Di)	150Nd_pRb_(Nd150Di)	153Eu_PL_(Eu153Di)	156Gd_p38_(Gd156Di)	159Tb_p21_(Tb159Di)	163Dy_CD54_(Dy163Di)	168Er_Ki-67_(Er168Di)	169Tm_p-16_(Tm169Di)	176Yb_BCL-xl_(Yb176Di)	209Bi_MHCII_(Bi209Di)
72	4.070269584655762	378.1717834472656	27.506860733032227	3.5354208946228027	1157.7926025390625	146.90834045410156	0.6741192936897278	1.1132315397262573	17.30126953125	0.0	1.1791573762893677	58.63677978515625	1745.29052734375
73	0.0	110.72540283203125	9.099325180053711	2.061042308807373	402.0316162109375	20.77296257019043	1.8116955757141113	0.0	8.951937675476074	2.3105032444000244	1.9592549800872803	22.158777236938477	904.53466796875
74	3.8583362102508545	549.6356201171875	36.5693244934082	5.532503604888916	961.3909301757812	61.72749710083008	7.571316242218018	11.765909194946289	227.85980224609375	0.8849009275436401	8.913193702697754	46.344329833984375	2361.817138671875
75	1.6370434761047363	69.96101379394531	6.019673824310303	0.0	140.1057891845703	0.8592090010643005	0.750413179397583	2.0879011154174805	109.22360229492188	0.550976037979126	4.387083530426025	30.633899688720703	4197.71484375
76	3.0564253330230713	45.91017150878906	7.347822189331055	2.17352294921875	809.2892456054688	2.680382251739502	15.54232120513916	1.6532671451568604	73.25648498535156	1.1443347930908203	0.11585607379674911	35.99643325805664	139.01080322265625
77	3.2168076038360596	105.78681945800781	7.543302536010742	3.4791805744171143	191.1207733154297	7.926366806030273	10.060546875	0.5885915160179138	333.7279968261719	0.7192227840423584	10.949686050415039	24.306922912597656	3434.601318359375
78	0.4880199432373047	390.0150451660156	10.960296630859375	3.1814377307891846	402.09625244140625	27.312131881713867	4.626598834991455	5.6597161293029785	269.292724609375	1.8006256818771362	2.1961162090301514	45.28591537475586	5013.337890625
79	0.0	103.99945831298828	3.7900822162628174	2.918982982635498	365.17083740234375	25.46800422668457	5.772146224975586	3.5504977703094482	160.26832580566406	1.2136884927749634	9.059945106506348	73.91783905029297	2206.53076171875
80	1.757330060005188	253.44346618652344	12.282859802246094	21.977834701538086	879.7305908203125	26.419036865234375	23.265087127685547	24.80729866027832	574.561279296875	0.0	34.11961364746094	253.33489990234375	2589.33642578125
81	0.5579007267951965	132.10772705078125	8.560916900634766	2.1360294818878174	414.5982666015625	3.604086399078369	3.9593119621276855	1.0623071193695068	108.6458969116211	1.258639931678772	1.9360837936401367	16.600486755371094	1121.1552734375
82	0.5579007267951965	134.62939453125	25.93073081970215	2.9675040245056152	1014.280517578125	67.1571273803711	4.2337422370910645	0.0	11.729652404785156	0.0	1.3864110708236694	11.797829627990723	350.14495849609375
83	6.297290325164795	216.41659545898438	3.2494397163391113	0.29994839429855347	592.5267944335938	23.639177322387695	3.4081740379333496	2.0227653980255127	239.52223205566406	0.9504015445709229	2.9375951290130615	48.16620635986328	3734.186767578125
84	5.9158101081848145	152.0168914794922	24.14906883239746	7.522970199584961	706.69287109375	32.2465705871582	0.28012388944625854	13.365883827209473	242.65478515625	0.0	3.1976277828216553	72.56187438964844	1433.129638671875
85	5.426644325256348	383.25152587890625	61.75611114501953	26.297311782836914	1083.266845703125	152.522705078125	10.494397163391113	6.428319931030273	131.40298461914062	1.5322014093399048	20.222034454345703	159.80186462402344	1908.9384765625
86	2.2957558631896973	69.18231964111328	0.0	3.9500555992126465	286.49053955078125	20.253719329833984	2.2284653186798096	0.0	16.889156341552734	0.0	0.0	7.808231830596924	326.0429382324219
87	0.9588561058044434	262.0592346191406	14.054469108581543	5.810397148132324	226.2921142578125	38.27961730957031	4.8156256675720215	15.85999584197998	436.56072998046875	0.5792312026023865	2.956904411315918	55.21358108520508	5713.59765625
88	8.741971969604492	393.0546875	105.80394744873047	2.1812422275543213	696.4193115234375	31.040836334228516	10.451126098632812	5.786435127258301	95.93762969970703	1.1135109663009644	3.0676114559173584	202.9605255126953	1106.9366455078125
89	7.317462921142578	93.6338882446289	0.9161484837532043	6.243288040161133	385.1194763183594	3.625061273574829	7.671995162963867	5.379258632659912	186.48199462890625	0.7673977017402649	0.15515084564685822	71.2272720336914	1232.02783203125
